"ACQDATE","ACQYEAR","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTAGENT","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","CLCODE","CNTYNAME","CNTYNUM","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","ESTDATE","ESTYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FDICREGION","FDICREGION_DESC","FI_EFFDATE","FI_UNINUM","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_CLCODE","FRM_CNTYNUM","FRM_INSAGENT1","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSAGENT2","INSTNAME","INSURED_COM_FLAG","INSURED_OTS_FLAG","LATITUDE","LONGITUDE","MADDR","MCITY","MSTALP","MSTATE","MZIP5","MZIPREST","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","OFF_CNTYNUM","OFF_NUM","ORGTYPE","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","PADDR","PCITY","PROCDATE","PROCYEAR","PSTALP","PZIP5","PZIPREST","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","SERVTYPE","SERVTYPE_DESC","STATE","STNUM","TRANSNUM","TRUST","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","FRM_CERT","FRM_CHARTAGENT","FRM_CNTYNAME","FRM_INSTNAME","FRM_ORGTYPE","FRM_PADDR","FRM_PCITY","FRM_PZIP5","FRM_PZIPREST","FRM_TRUST"
"2006-03-29T00:00:00","2006","0","Y","35478","110","NEW INSTITUTION","Institution established. Original name: Sunshine State Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","VOLUSIA","127","2000-07-24T00:00:00","2000","9999-12-31T00:00:00","9999","2000-07-24T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","FL","0","FDIC","200045311_110_80562__","BIF","0","","Sunshine State Community Bank","0","0","29.121298","-81.02425","4777 CLYDE MORRIS BOULEVARD","PORT ORANGE","FL","FLORIDA","32119","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","4777 CLYDE MORRIS BOULEVARD","PORT ORANGE","2000-07-26T00:00:00","2000","FL","32129","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200045311","","0","0","0","0","0","80562","0","0","","","","","","","","","",""
"2004-02-12T00:00:00","2004","0","Y","35323","110","NEW INSTITUTION","Institution established. Original name: Utah Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SALT LAKE","35","2000-07-25T00:00:00","2000","9999-12-31T00:00:00","9999","2000-07-25T00:00:00","2000","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","UT","0","FDIC","200045338_110_78229__","BIF","0","","Utah Community Bank","0","0","40.580509","-111.868324","756 EAST WINCHESTER, SUITE #100","MURRAY","UT","UTAH","84107","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","820 EAST 9400 SOUTH","SANDY","2000-07-26T00:00:00","2000","UT","84094","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","UTAH","49","200045338","","0","0","0","0","0","78229","0","0","","","","","","","","","",""
"2006-05-25T00:00:00","2006","0","N","57084","110","NEW INSTITUTION","Institution established but was not FDIC insured. Original name: The Legacy Trust Company ().","STATE","0","0","0","0","NC","0","N/A","N/A","54","DAUPHIN","43","2000-07-03T00:00:00","2000","9999-12-31T00:00:00","9999","2000-07-03T00:00:00","2000","0","0","0","0","0","2","NEW YORK","","0","NC","N/A","N/A","0","0","NONE","0","PA","0","FDIC","200045396_110_357013__","NONE","0","","The Legacy Trust Company","0","0","40.310887","-76.844235","2600 COMMERCE DRIVE","HARRISBURG","PA","PENNSYLVANIA","17110","0000","1","0","0","0","TRUST COMPANY OWNED BY FDIC SUPERVISOR","311","FI","N","2600 COMMERCE DRIVE","HARRISBURG","2000-07-28T00:00:00","2000","PA","17110","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200045396","Full","0","0","0","0","0","357013","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35274","110","NEW INSTITUTION","Institution established. Original name: Smith River  Community  Bank,  N.  A. ().","OCC","0","0","0","0","N","0","C","Commercial","3","MARTINSVILLE CITY","690","2000-07-24T00:00:00","2000","9999-12-31T00:00:00","9999","2000-07-24T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","N","C","Commercial","0","0","BIF","0","VA","0","OCC","200045397_110_77239__","BIF","0","","Smith River  Community  Bank,  N.  A.","0","0","36.68923","-79.85679","17 W Main St","Luray","VA","VIRGINIA","22835","1230","1","1","0","0","COMMERCIAL BANK","10","FI","N","730 EAST CHURCH STREET, SUITE 12","MARTINSVILLE","2000-07-28T00:00:00","2000","VA","24112","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","VIRGINIA","51","200045397","","0","0","0","0","0","77239","0","0","","","","","","","","","",""
"2002-09-05T00:00:00","2002","0","Y","35444","110","NEW INSTITUTION","Institution established. Original name: The Bancorp.com Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","NEW CASTLE","3","2000-07-28T00:00:00","2000","9999-12-31T00:00:00","9999","2000-07-28T00:00:00","2000","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","DE","0","FDIC","200045407_110_80043__","BIF","0","","The Bancorp.com Bank","0","0","39.785691","-75.485734","405 SILVERSIDE ROAD","WILMINGTON","DE","DELAWARE","19809","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","405 SILVERSIDE ROAD","WILMINGTON","2000-07-28T00:00:00","2000","DE","19809","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","DELAWARE","10","200045407","","0","0","0","0","0","80043","0","0","","","","","","","","","",""
"2004-01-15T00:00:00","2004","0","Y","35591","110","NEW INSTITUTION","Institution established. Original name: The Troy Commercial Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","RENSSELAER","83","2000-08-03T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-03T00:00:00","2000","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","NY","0","FDIC","200045828_110_291917__","BIF","0","","The Troy Commercial Bank","0","0","42.736241","-73.687276","55 EAST AVENUE","LOCKPORT","NY","NEW YORK","14095","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","433 RIVER STREET","TROY","2000-08-03T00:00:00","2000","NY","12180","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200045828","","0","0","0","0","0","291917","0","0","","","","","","","","","",""
"2006-01-05T00:00:00","2006","0","Y","35292","110","NEW INSTITUTION","Institution established. Original name: The Lawrence Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","DOUGLAS","45","2000-08-07T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-07T00:00:00","2000","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","KS","0","FDIC","200046186_110_77682__","BIF","0","","The Lawrence Bank","0","0","38.942804","-95.280968","P.O. BOX 4530","LAWRENCE","KS","KANSAS","66046","1530","1","1","0","0","COMMERCIAL BANK","10","FI","N","3500 CLINTON PARKWAY","LAWRENCE","2000-08-07T00:00:00","2000","KS","66047","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","KANSAS","20","200046186","","0","0","0","0","0","77682","0","0","","","","","","","","","",""
"2000-09-13T00:00:00","2000","0","Y","35489","110","NEW INSTITUTION","Institution established. Original name: ING Bank, fsb ().","OTS","0","0","0","0","SB","0","S","Savings","33","NEW CASTLE","3","2000-08-04T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-04T00:00:00","2000","0","0","0","0","0","15","WASHINGTON","","0","SB","S","Savings","0","0","SAIF","0","DE","0","OTS","200046831_110_80573__","SAIF","0","","ING Bank, fsb","0","0","0","0","1680 CAPITAL ONE DRIVE","MC LEAN","VA","VIRGINIA","22102","0000","1","1","0","0","STOCK SAVINGS BANK","115","FI","N","KENT BUILDING, 1 SOUTH ORANGE STREET","WILMINGTON","2000-08-11T00:00:00","2000","DE","19801","0000","OTS","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","DELAWARE","10","200046831","","0","0","0","0","0","80573","0","0","","","","","","","","","",""
"2001-03-21T00:00:00","2001","0","Y","35333","110","NEW INSTITUTION","Institution established. Original name: Oak Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","DANE","25","2000-08-14T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-14T00:00:00","2000","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","0","0","BIF","0","WI","0","FDIC","200047121_110_78239__","BIF","0","","Oak Bank","0","0","43.015251","-89.455407","P.O. BOX 259404","MADISON","WI","WISCONSIN","53725","9404","1","1","0","0","COMMERCIAL BANK","10","FI","N","5951 MCKEE ROAD","FITCHBURG","2000-08-15T00:00:00","2000","WI","53711","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","WISCONSIN","55","200047121","","0","0","0","0","0","78239","0","0","","","","","","","","","",""
"2001-07-16T00:00:00","2001","0","Y","35514","110","NEW INSTITUTION","Institution established. Original name: Cheaha Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","CALHOUN","15","2000-08-23T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-23T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","AL","0","FDIC","200047843_110_81167__","BIF","0","","Cheaha Bank","0","0","33.614094","-85.815141","P. O. BOX 7575","OXFORD","AL","ALABAMA","36203","7575","1","1","0","0","COMMERCIAL BANK","10","FI","N","1320 HIGHWAY DRIVE","OXFORD","2000-08-23T00:00:00","2000","AL","36203","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ALABAMA","1","200047843","","0","0","0","0","0","81167","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35187","110","NEW INSTITUTION","Institution established. Original name: Winfield Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","DUPAGE","43","2000-08-21T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-21T00:00:00","2000","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","21","43","BIF","10","IL","17","FDIC","200047885_110_75660__","BIF","0","","Winfield Community Bank","0","0","41.885775","-88.111745","27 WEST 111 GENEVA ROAD","WINFIELD","IL","ILLINOIS","60190","0000","0","1","0","0","COMMERCIAL BANK","10","FI","N","27 WEST 111 GENEVA ROAD","WINFIELD","2000-08-23T00:00:00","2000","IL","60190","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200047885","","0","0","0","0","0","75660","0","0","35187","STATE","DUPAGE","Winfield Community Bank","COMMERCIAL BANK","27 WEST 111 GENEVA ROAD","WINFIELD","60190","0000",""
"2006-03-29T00:00:00","2006","0","Y","57024","110","NEW INSTITUTION","Institution established. Original name: Timberland Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","UNION","139","2000-08-25T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-25T00:00:00","2000","0","0","0","0","0","13","DALLAS","","0","NM","C","Commercial","0","0","BIF","0","AR","0","FDIC","200048076_110_294978__","BIF","0","","Timberland Bank","0","0","33.240833","-92.665654","2421 NORTH WEST AVENUE","EL DORADO","AR","ARKANSAS","71730","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","2421 NORTH WEST AVENUE","EL DORADO","2000-08-28T00:00:00","2000","AR","71730","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ARKANSAS","5","200048076","","0","0","0","0","0","294978","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35543","110","NEW INSTITUTION","Institution established. Original name: Bank of Franklin County ().","STATE","0","0","0","0","NM","0","C","Commercial","21","FRANKLIN","71","2000-08-28T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-28T00:00:00","2000","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","MO","0","FDIC","200048164_110_81652__","BIF","0","","Bank of Franklin County","0","0","38.549782","-91.002298","900 EAST EIGHTH STREET","WASHINGTON","MO","MISSOURI","63090","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","900 EAST EIGHTH STREET","WASHINGTON","2000-08-28T00:00:00","2000","MO","63090","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MISSOURI","29","200048164","","0","0","0","0","0","81652","0","0","","","","","","","","","",""
"2005-05-17T00:00:00","2005","0","Y","35576","110","NEW INSTITUTION","Institution established. Original name: EastBank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","HENNEPIN","53","2000-08-28T00:00:00","2000","9999-12-31T00:00:00","9999","2000-08-28T00:00:00","2000","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","21","53","BIF","10","MN","27","FDIC","200048182_110_82004__","BIF","0","","EastBank","0","0","44.980438","-93.235396","1413 FOURTH STREET SE","MINNEAPOLIS","MN","MINNESOTA","55414","0000","0","1","0","0","COMMERCIAL BANK","10","FI","N","1413 FOURTH STREET SE","MINNEAPOLIS","2000-08-29T00:00:00","2000","MN","55414","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MINNESOTA","27","200048182","","0","0","0","0","0","82004","0","0","35576","STATE","HENNEPIN","EastBank","COMMERCIAL BANK","1413 FOURTH STREET SE","MINNEAPOLIS","55414","0000",""
"2003-05-19T00:00:00","2003","0","Y","35366","110","NEW INSTITUTION","Institution established. Original name: Chino Commercial Bank, N.A. ().","OCC","0","0","0","0","N","0","C","Commercial","3","SAN BERNARDINO","71","2000-09-01T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-01T00:00:00","2000","0","0","0","0","0","14","SAN FRANCISCO","","0","N","C","Commercial","0","0","BIF","0","CA","0","OCC","200048759_110_78830__","BIF","0","","Chino Commercial Bank, N.A.","0","0","33.992675","-117.715062","14245 PIPELINE AVENUE","CHINO","CA","CALIFORNIA","91710","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","14345 PIPELINE AVENUE","CHINO","2000-09-05T00:00:00","2000","CA","91710","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200048759","","0","0","0","0","0","78830","0","0","","","","","","","","","",""
"2002-07-21T00:00:00","2002","0","Y","35411","110","NEW INSTITUTION","Institution established. Original name: The Hartford Bank ().","OTS","0","0","0","0","SB","0","S","Savings","33","HARTFORD","3","2000-09-01T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-01T00:00:00","2000","0","0","0","0","0","2","NEW YORK","","0","SB","S","Savings","0","0","SAIF","0","CT","0","OTS","200048795_110_79519__","SAIF","0","","The Hartford Bank","0","0","41.767982","-72.687759","55 FARMINGTON AVENUE, SUITE 601","HARTFORD","CT","CONNECTICUT","06105","0000","1","1","0","0","STOCK SAVINGS BANK","115","FI","N","55 FARMINGTON AVENUE, SUITE 601","HARTFORD","2000-09-05T00:00:00","2000","CT","06105","0000","OTS","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CONNECTICUT","9","200048795","Full","0","0","0","0","0","79519","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35451","110","NEW INSTITUTION","Institution established. Original name: The Bank of Commerce ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SARASOTA","115","2000-09-01T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-01T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","FL","0","FDIC","200048968_110_80229__","BIF","0","","The Bank of Commerce","0","0","27.32883","-82.538373","1858 RINGLING BOULEVARD","SARASOTA","FL","FLORIDA","34236","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","783 SOUTH ORANGE AVENUE","SARASOTA","2000-09-07T00:00:00","2000","FL","34236","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200048968","","0","0","0","0","0","80229","0","0","","","","","","","","","",""
"2001-02-25T00:00:00","2001","0","Y","35558","110","NEW INSTITUTION","Institution established. Original name: Century Bank of Florida ().","STATE","0","0","0","0","NM","0","C","Commercial","21","HILLSBOROUGH","57","2000-09-11T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-11T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","FL","0","FDIC","200049197_110_81669__","BIF","0","","Century Bank of Florida","0","0","28.070486","-82.459457","716 WEST FLETCHER AVENUE","TAMPA","FL","FLORIDA","33612","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","13540 NORTH FLORIDA AVENUE, SUITE 104","TAMPA","2000-09-11T00:00:00","2000","FL","33612","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200049197","","0","0","0","0","0","81669","0","0","","","","","","","","","",""
"2002-12-15T00:00:00","2002","0","Y","57058","110","NEW INSTITUTION","Institution established. Original name: PEOPLES BANK ().","STATE","0","0","0","0","NM","0","C","Commercial","21","GRANT","53","2000-09-13T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-13T00:00:00","2000","0","0","0","0","0","13","DALLAS","","0","NM","C","Commercial","0","0","BIF","0","AR","0","FDIC","200049366_110_356558__","BIF","0","","PEOPLES BANK","0","0","34.293761","-92.398911","1120 SOUTH ROCK ST.","SHERIDAN","AR","ARKANSAS","72150","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1120 SOUTH ROCK STREET","SHERIDAN","2000-09-13T00:00:00","2000","AR","72150","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ARKANSAS","5","200049366","","0","0","0","0","0","356558","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35257","110","NEW INSTITUTION","Institution established. Original name: Province Bank FSB ().","OTS","0","0","0","0","SL","0","S","Savings","37","LANCASTER","71","2000-09-12T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-12T00:00:00","2000","0","0","0","0","0","2","NEW YORK","","0","SL","S","Savings","0","0","SAIF","0","PA","0","OTS","200049384_110_77221__","SAIF","0","","Province Bank FSB","0","0","40.062455","-76.549884","101 EAST MAIN STREET","MOUNT JOY","PA","PENNSYLVANIA","17552","0000","1","1","0","0","STOCK SAVINGS & LOAN","125","FI","N","1205 RIVER ROAD","MARIETTA","2000-09-13T00:00:00","2000","PA","17547","0000","OTS","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200049384","","0","0","0","0","0","77221","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35566","110","NEW INSTITUTION","Institution established. Original name: Foundation Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","KING","33","2000-09-19T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-19T00:00:00","2000","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","21","33","BIF","10","WA","53","FDIC","200049689_110_81677__","BIF","0","","Foundation Bank","0","0","47.620213","-122.190852","1110 112TH AVENUE NE, SUITE 200","BELLEVUE","WA","WASHINGTON","98004","0000","0","1","0","0","COMMERCIAL BANK","10","FI","N","1110 112TH AVENUE NE, SUITE 100","BELLEVUE","2000-09-20T00:00:00","2000","WA","98004","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","WASHINGTON","53","200049689","","0","0","0","0","0","81677","0","0","35566","STATE","KING","Foundation Bank","COMMERCIAL BANK","1110 112TH AVENUE NE, SUITE 100","BELLEVUE","98004","0000",""
"2003-01-26T00:00:00","2003","0","Y","57072","110","NEW INSTITUTION","Institution established. Original name: Advantage Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","LARIMER","69","2000-09-21T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-21T00:00:00","2000","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","CO","0","FDIC","200049766_110_356832__","BIF","0","","Advantage Bank","0","0","40.407586","-105.055648","1475 NORTH DENVER AVENUE","LOVELAND","CO","COLORADO","80537","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1473 EAST EISENHOWER ROAD","LOVELAND","2000-09-21T00:00:00","2000","CO","80537","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","COLORADO","8","200049766","","0","0","0","0","0","356832","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","35578","110","NEW INSTITUTION","Institution established. Original name: Arrowhead Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","MARICOPA","13","2000-09-21T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-21T00:00:00","2000","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","0","0","BIF","0","AZ","0","FDIC","200049823_110_82007__","BIF","0","","Arrowhead Community Bank","0","0","33.640406","-112.22012","17235 NORTH 75TH AVENUE, SUITE 100","GLENDALE","AZ","ARIZONA","85308","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","17235 NORTH 75TH AVENUE, SUITE 100","GLENDALE","2000-09-22T00:00:00","2000","AZ","85308","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ARIZONA","4","200049823","","0","0","0","0","0","82007","0","0","","","","","","","","","",""
"2004-02-17T00:00:00","2004","0","Y","35492","110","NEW INSTITUTION","Institution established. Original name: Mesilla Valley Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","DONA ANA","13","2000-10-02T00:00:00","2000","9999-12-31T00:00:00","9999","2000-10-02T00:00:00","2000","0","0","0","0","0","13","DALLAS","","0","NM","C","Commercial","0","0","BIF","0","NM","0","FDIC","200050304_110_80576__","BIF","0","","Mesilla Valley Bank","0","0","32.307933","-106.781119","230 SOUTH ALAMEDA","LAS CRUCES","NM","NEW MEXICO","88005","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","230 SOUTH ALAMEDA","LAS CRUCES","2000-10-02T00:00:00","2000","NM","88005","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW MEXICO","35","200050304","","0","0","0","0","0","80576","0","0","","","","","","","","","",""
"2000-11-06T00:00:00","2000","0","Y","35385","110","NEW INSTITUTION","Institution established. Original name: Ohio Legacy Bank, National Association ().","OCC","0","0","0","0","N","0","C","Commercial","3","WAYNE","169","2000-10-03T00:00:00","2000","9999-12-31T00:00:00","9999","2000-10-03T00:00:00","2000","0","0","0","0","0","9","CHICAGO","","0","N","C","Commercial","0","0","BIF","0","OH","0","OCC","200050364_110_78853__","BIF","0","","Ohio Legacy Bank, National Association","0","0","40.798362","-81.93941","PO BOX 1111","YOUNGSTOWN","OH","OHIO","44501","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","132 EAST LIBERTY STREET","WOOSTER","2000-10-03T00:00:00","2000","OH","44691","4346","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200050364","","0","0","0","0","0","78853","0","0","","","","","","","","","",""
"2000-12-04T00:00:00","2000","0","Y","35595","110","NEW INSTITUTION","Institution established. Original name: F & M COMMUNITY BANK,  N.A. ().","OCC","0","0","0","0","N","0","C","Commercial","3","OLMSTED","109","2000-10-02T00:00:00","2000","9999-12-31T00:00:00","9999","2000-10-02T00:00:00","2000","0","0","0","0","0","11","KANSAS CITY","","0","N","C","Commercial","0","0","BIF","0","MN","0","OCC","200050366_110_291921__","BIF","0","","F & M COMMUNITY BANK,  N.A.","0","0","43.849162","-92.192694","P.O. BOX 467","PRESTON","MN","MINNESOTA","55965","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","229 MAIN STREET NORTH","CHATFIELD","2000-10-03T00:00:00","2000","MN","55923","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MINNESOTA","27","200050366","","0","0","0","0","0","291921","0","0","","","","","","","","","",""
"2001-04-29T00:00:00","2001","0","Y","35513","110","NEW INSTITUTION","Institution established. Original name: Community Bank of Pickens County ().","STATE","0","0","0","0","NM","0","C","Commercial","21","PICKENS","227","2000-10-02T00:00:00","2000","9999-12-31T00:00:00","9999","2000-10-02T00:00:00","2000","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","GA","0","FDIC","200050373_110_80598__","BIF","0","","Community Bank of Pickens County","0","0","34.550531","-84.346473","P.O. BOX 40","JASPER","GA","GEORGIA","30143","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","15 MOUNTAINSIDE DRIVE","JASPER","2000-10-03T00:00:00","2000","GA","30143","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200050373","","0","0","0","0","0","80598","0","0","","","","","","","","","",""
"2004-05-16T00:00:00","2004","0","Y","35474","110","NEW INSTITUTION","Institution established. Original name: InterBusiness Bank, National Association ().","OCC","0","0","0","0","N","0","C","Commercial","3","LOS ANGELES","37","2000-09-29T00:00:00","2000","9999-12-31T00:00:00","9999","2000-09-29T00:00:00","2000","0","0","0","0","0","14","SAN FRANCISCO","","0","N","C","Commercial","0","0","BIF","0","CA","0","OCC","200050375_110_80558__","BIF","0","","InterBusiness Bank, National Association","0","0","34.049758","-118.2594","18605 E. GALE AVENUE, #238","CITY OF INDUSTRY","CA","CALIFORNIA","91748","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","660 SOUTH FIGUEROA STREET","LOS ANGELES","2000-10-03T00:00:00","2000","CA","90017","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200050375","","0","0","0","0","0","80558","0","0","","","","","","","","","",""
"2004-02-11T00:00:00","2004","0","Y","35588","110","NEW INSTITUTION","Institution established. Original name: Lewiston State Bank of Idaho ().","STATE","0","0","0","0","NM","0","C","Commercial","21","FRANKLIN","41","2000-10-02T00:00:00","2000","9999-12-31T00:00:00","9999","2000-10-02T00:00:00","2000","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","ID","0","FDIC","200050423_110_82017__","BIF","0","","Lewiston State Bank of Idaho","0","0","42.091893","-111.876504","217 SOUTH STATE","PRESTON","ID","IDAHO","83263","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","217 SOUTH STATE","PRESTON","2000-10-04T00:00:00","2000","ID","83263","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","IDAHO","16","200050423","","0","0","0","0","0","82017","0","0","","","","","","","","","",""
